morphology_code_v3,morphology_v3,n,platforms,uncertain,amplitude,rise,early,middle,late,auc,rise_time,fit_error
1,涨幅微弱型,971,17,17,0.060942857142858076,0.007613500991365995,-4.266567502819785e-05,0.0,0.0,0.21642857142850858,15.0,0.05000439763481399
2,快速稳定型,214,26,64,4.23844060713464,4.441789797454219,0.03967901690400568,0.01083158912951709,0.005350277269022352,615.8477246211256,147.10000000000002,0.06931187372260156
3,渐进上升型,384,26,42,4.036947013887881,4.039736183693176,0.011913442189767035,0.035107820475873436,0.011541196908517244,355.5092133061353,150.0,0.034765174878842876
4,稳定缓升型,445,27,222,4.1685048015191555,4.268747205387211,0.021698714601234393,0.019170422729950693,0.018933060742299834,407.39886881633504,180.0,0.05246266328134774
5,先降后升型,108,16,42,0.7448620885745182,0.45241327506343976,-0.003223139373135107,0.002770121629161743,0.009061314743864275,22.750527272965257,100.2875,0.07477033104791433
6,后期加速上升型,631,28,109,2.176449258778959,2.153045539309257,0.0017639938468575137,0.011944530446441408,0.024409923901264872,112.91628299388903,123.3,0.02616572270059711
7,冲高回落型,69,12,35,1.1475221922499237,0.6942428571428584,0.005638095238095247,0.0008958608958609083,-0.006704761904761936,74.36678571428403,75.0,0.11333818042296044
8,降压主导型,267,12,14,0.4399999999999995,0.0,-0.003320000000000244,-0.0029568852457382954,-0.0018707282913164175,0.03142857142858446,0.0,0.049977120490827295
9,复杂波动或待判型,91,18,91,1.4397857142857136,1.1266008007078212,0.006452933608942983,-0.0029256938330887924,0.006151523328606302,96.08464535664609,110.99999999999999,0.31611161739946014
