sample_id,key
27847024c7d3b2,泸206H8|4|9|泸206H8|7
278fb4f7093653,阳101H26|||阳101H26|4
279abea03d0069,泸208H2|10|7|泸208H2|9
27a4499606d142,阳101H31|3|4|阳101H31|4
27a7eb99ef86a8,泸203H66|3|20|泸203H66|2
27aa2fe48c8ae5,泸201H5|1|13|泸201H5|4
27d8b16ad22f60,阳101H26|||阳101H26|3
27e7d00bd0e564,阳101H51|6|9|阳101H51|5
281553ff9508e7,阳101H34|2|8|阳101H34|4
282d081a3f0242,泸203H76|1|10|泸203H76|3
2883e4a723c849,阳101H33|3|5|阳101H33|4
28c1c4b94cf94a,阳101H31|2|8|阳101H31|1
28cba86b27aedd,泸201H5|3|10|泸201H5|1
28ccc14fe6edfd,阳101H31|3|8|阳101H31|7
28e694718b13e5,泸203H64|3|8|泸203H64|1
28fa5e7fd21f4f,阳101H26|||阳101H26|2
28fa775aaefeb4,阳101H32|6|10|阳101H32|7
29003ea4cb4893,泸203H11|7|13|泸203H11|6
291c1197b39ee4,阳101H34|2|17|阳101H34|3
2925ca8d53dd49,阳101H35|1|5|阳101H35|4
29474e29b6ae2a,泸203H64|1|6|泸203H64|4
294869910f125a,阳101H31|2|4|阳101H25|3
2952a3ba06c5aa,阳101H26|||阳101H26|3
296927b9df7514,泸208H2|5|5|泸208H2|4
298625a9e1a17a,阳101H25|1|21|阳101H25|4
29968b218aec43,阳101H32|4|22|阳101H32|1
29dbf3f2c66062,阳101H2|4|16|阳101H2|5
29e537c9702bfa,泸208H2|3|22|泸208H2|4
2a0498124b4d4f,阳101H33|3|8|阳101H33|4
2a20d649ca9bcf,阳101H2|4|21|阳101H2|2
2a280380e90abd,阳101H35|2|15|阳101H35|3
2a5fd11e9d33d1,泸201H5|3|1|泸201H5|2
2a6599e5f5ccf2,阳101H35|3|20|阳101H35|2
2a734542b743a2,泸201H5|2|13|泸201H5|4
2a83f995666bd3,阳101H31|7|22|阳101H31|4
2ac12a6251185c,泸203H10|2|15|泸203H10|1
2b074b52bd0cfd,阳101H2|||阳101H2|3
2b10c9b8b271d5,泸203H76|4|5|泸203H76|3
2b431717a7c78b,泸206H8|4|9|泸206H8|2
2b77a48dd941ff,阳101H35|1|19|阳101H35|2
2b9d7114626960,泸206H8|5|4|泸206H8|6
2bfdf49e20ac3a,阳101H51|1|8|阳101H51|2
2c0be9979efd33,阳101H2|4|16|阳101H2|6
2c2944aef1842b,阳101H34|3|18|阳101H34|4
2c36044ca1b399,阳101H26|||阳101H26|2
2c4e6555dfb4e3,泸206H10|4|14|泸206H10|3
2c73d067a29c5f,阳101H35|1|16|阳101H35|3
2cc7de01bea2cf,泸203H153|7|27|泸203H153|2
2cd93a3f5b6b97,阳101H35|3|5|阳101H35|2
2cf6810106e83b,泸206H8|5|11|泸206H8|3
2d150f573c9948,阳101H26|||阳101H26|3
2d248856ed0b3e,阳101H31|2|11|阳101H31|1
2d25642adea42d,阳101H2|||阳101H2|6
2d2d61197d331f,泸208H2|9|13|泸208H2|8
2d33275db72531,阳101H31|||阳101H31|3
2d42f832c27f6f,阳101H35|||阳101H35|3
2d46112a46b3f0,泸206H8|||泸206H8|2
2d4adcab6b933d,泸208H2|10|6|泸208H2|9
2d8791473a04a7,泸203H66|||泸203H66|sensor:压力（MPa）
2d88325d451e28,阳101H51|2|13|阳101H51|3
2d8b960caa0692,泸203H64|5|12|泸203H64|4
2d92430544929e,阳101H35|1|13|阳101H35|4
2db60bf76dcf00,泸203H9|1|11|泸203H9|2
2dbac17f70a882,阳101H32|6|13|阳101H32|3
2e245bcbf93129,泸206H8|3|19|泸206H8|5
2e352172c08383,阳101H34|4|6|阳101H34|2
2e5477158e8e50,阳101H75|||阳101H75|4
2e6366ac001f0c,泸203H76|1|12|泸203H76|3
2e660b03d05cff,阳101H32|4|2|阳101H32|1
2e93cd70700b93,阳101H31|5|18|阳101H31|4
2e9cec47fe39b5,阳101H32|2|16|阳101H32|3
2eb1d992cfe37c,泸201H5|4|13|泸201H5|1
2eb801c5c88ed3,阳101H26|||阳101H26|1
2eb92eb6d72028,阳101H51|2|14|阳101H51|4
2ec37727adacf5,泸201H5|2|24|泸201H5|1
2ecf302d1f133e,阳101H31|3|5|阳101H31|2
2ed7b6d79e1817,阳101H25|1|28|阳101H25|3
2ede09ce85d0a8,阳101H33|3|8|阳101H33|2
2ef1828a57b910,泸201H5|2|9|泸201H5|3
2f23a5ac1e7e26,泸203H9|||泸203H9|1
2f34562203057e,阳101H2|6|11|阳101H2|4
2f46ac60737759,阳101H35|1|21|阳101H35|3
2f734a61a7f0cd,泸203H66|3|11|泸203H66|4
2f7c3b7b688a2a,阳101H33|3|4|阳101H33|4
2f84b894527c72,泸203H9|2|30|泸203H9|1
2fa875487acb77,阳101H26|||阳101H26|1
2fb6a42d87fadd,泸203H76|3|21|泸203H76|2
2fccbc017c5a61,泸203H76|2|2|泸203H76|1
2fd0bb5ff53f75,阳101H35|2|20|阳101H35|4
2fdadfab8a36e4,阳101H32|2|20|阳101H32|4
2ff1907e5978ba,泸206H8|2|21|泸206H8|5
2ffa87299aa599,泸208H2|4|12|泸208H2|5
301dbc64663ccc,阳101H2|||阳101H2|1
3039c7f5d1bba2,阳101H51|2|19|阳101H51|1
303c86f669aa8d,阳101H33|4|3|阳101H33|3
304354494e50ff,泸203H10|3|8|泸203H10|4
304e31ef0b6cf6,阳101H31|3|11|阳101H31|7
306e19b58ef900,阳101H51|4|2|阳101H51|3
307439eb46edaa,泸203H64|4|3|泸203H64|5
307a2ad7cb4f3d,泸208H1|5|6|泸208H1|4
3084a372866127,泸203H64|3|9|泸203H64|5
3087ce5b3a03f0,泸201H5|1|19|泸201H5|2
30a6cd74002b9c,阳101H31|||阳101H31|1
30c8cae0d8d947,泸203H64|3|13|泸203H64|4
30f7504b607240,阳101H32|5|8|阳101H32|7
31109b441ae974,阳101H51|2|18|阳101H51|1
3134511acd1355,泸201H5|4|21|泸201H5|1
313bcc73ae07e3,阳101H31|3|6|阳101H31|6
31414469e3290a,阳101H2|||阳101H2|2
315719fb1afa3a,阳101H25|1|21|阳101H25|2
317bb1bd34ddab,阳101H51|2|1|阳101H51|3
3196989e5fc0db,阳101H25|1|23|阳101H25|3
31992bb5212732,阳101H51|3|6|阳101H51|1
31cafddc6c76c5,阳101H31|||阳101H31|3
31cb5c3ef400e9,阳101H31|||阳101H31|1
31dddced0c4992,阳101H2|4|2|阳101H2|6
31f5594cea6b6b,泸206H8|4|4|泸206H8|1
31fd95d49e6fa4,泸201H5|3|7|泸201H5|1
32005902d30853,阳101H2|2|22|阳101H2|8
320eb3145e2856,泸208H2|7|18|泸208H2|8
3216d10ede359c,阳101H26|||阳101H26|1
3251d8f5a9765e,泸203H64|1|2|泸203H64|2
326966502c8184,泸208H2|8|15|泸208H2|9
328191ae892bbd,阳101H32|2|9|阳101H32|5
328b01bed37cea,阳101H51|4|5|阳101H51|3
32a40a728546c5,泸206H8|4|21|泸206H8|3
32a535815baf5a,阳101H31|5|20|阳101H31|4
32ab562d7bc224,泸208H2|9|6|泸208H2|10
32c6847c913d28,泸203H76|3|16|泸203H76|1
32d3ccc3b7473b,泸203H64|3|5|泸203H64|4
32d692fff9b47d,泸208H2|9|20|泸208H2|10
330e4d1fb7f9b0,阳101H32|4|6|阳101H32|2
3332f98ca27cf4,阳101H2|6|8|阳101H2|3
3333868133f742,泸206H8|4|4|泸206H8|6
333c369ad02ddb,泸203H64|1|5|泸203H64|4
334816ca95a240,泸206H8|3|19|泸206H8|8
334b333cede204,阳101H2|4|3|阳101H32|1
33772d4b4dec7d,泸201H5|3|12|泸201H5|2
338003a0efb054,阳101H31|||阳101H31|2
3387a25bf398fb,阳101H31|2|3|阳101H31|1
33cbfa73aab135,泸208H2|6|7|泸208H2|8
33ccfcbccded0b,泸203H9|2|29|泸203H9|1
33f18f83bc6b03,泸203H64|5|11|泸203H64|1
3432d5e826086f,阳101H31|2|1|阳101H31|1
34368fd7f03a49,阳101H35|1|9|阳101H35|4
34466b5a5677d2,泸203H64|1|10|泸203H64|2
3448a58788d554,泸208H1|5|4|泸208H1|6
345297a63aae53,阳101H32|2|16|阳101H32|1
345e5c9bef3db5,阳101H51|1|9|阳101H51|3
3461245a6c4bad,泸201H5|4|20|泸201H5|3
34852d4aa223b4,阳101H32|2|19|阳101H32|1
3489eeaa3ac558,阳101H31|5|10|阳101H31|7
34a213582ab672,泸208H2|8|8|泸208H2|10
34c00e3297b31e,阳101H35|2|10|阳101H35|3
34c4fa2cd34d23,泸206H8|2|21|泸206H8|3
34cfe03c8b1af4,阳101H2|||阳101H2|5
34d3c5d0130a83,阳101H2|||阳101H2|5
34e45e1aa83b48,泸206H8|5|3|泸206H8|2
34ef30eacb9f7c,阳101H35|2|4|阳101H35|4
34fe8a559bb221,泸203H64|4|15|泸203H64|2
35147c7e8efac0,阳101H34|3|4|阳101H34|4
354576fb2c9383,阳101H34|4|7|阳101H34|2
3547163fb41b3f,泸201H5|3|14|泸201H5|4
3547db0223e168,阳101H26|||阳101H26|2
355195f51ed14c,泸203H64|5|5|泸203H64|2
3571be42766879,泸201H5|4|26|泸201H5|3
35781634743c6e,阳101H2|5|14|阳101H2|1
35ad885ffa8f52,阳101H2|4|13|阳101H2|6
35d0fa91c5ecf9,阳101H2|4|20|阳101H2|2
35ef4f554f4c2a,泸203H76|1|22|泸203H76|2
35f5122a23322d,泸203H64|4|10|泸203H64|5
36062e8d085b3d,阳101H32|4|6|阳101H32|7
36276dc927c6e1,泸208H2|2|13|泸208H2|3
3634f8de1ab85c,泸201H5|3|15|泸201H5|4
36366860bbacdb,阳101H31|3|2|阳101H31|5
3643cf7d78a7b6,阳101H51|1|6|阳101H51|2
3643f93ca5b24c,阳101H51|4|1|阳101H51|1
36525a655fb92c,泸203H64|5|2|泸203H58|6
3655696090d350,阳101H26|||阳101H26|1
367e9f180ec69a,阳101H32|4|8|阳101H32|3
368512d2ec5854,阳101H26|||阳101H26|2
369c145d6e4209,阳101H2|2|11|阳101H2|5
36d3979007f01a,阳101H31|1|11|阳101H31|2
36d55f755b0bb3,阳101H2|||阳101H2|5
36eb8e400103b1,阳101H31|3|6|阳101H31|7
36f6287eaa4813,阳101H34|2|20|阳101H34|3
370a2437c226b1,阳101H2|2|21|阳101H2|6
3723616cca9449,阳101H51|2|5|阳101H51|1
3727a7dfde75ab,泸208H1|6|2|泸208H1|5
37485de2cdaa5d,泸203H66|1|8|泸203H66|4
3766de9c454d31,泸201H5|4|5|泸201H5|2
376aff7c3f1864,阳101H31|4|22|阳101H31|6
376b2f33776044,阳101H75|6|6|阳101H75|5
378d4da8a29692,阳101H2|2|8|阳101H32|6
3790e075859faa,阳101H35|1|21|阳101H35|4
379b4a60562602,阳101H32|4|22|阳101H32|5
37df52d96fa2d6,阳101H26|||阳101H26|2
37df8b844430bb,泸203H9|3|6|泸203H9|1
37e8e43eb8d1b3,阳101H32|2|13|阳101H32|5
37efa2f701c0c4,阳101H51|3|14|阳101H51|5
37feb22c34f013,泸201H5|4|15|泸201H5|1
381004f88d0840,泸203H64|3|3|泸203H64|2
383caff6a8103a,阳101H26|||阳101H26|3
3861c707c87620,阳101H2|6|21|阳101H2|1
3865210cd19dad,阳101H2|4|16|阳101H2|1
386719f4ad0628,泸201H5|1|13|泸201H5|3
38734833a5302a,阳101H32|2|11|阳101H32|7
38ad4d2824440f,阳101H32|2|20|阳101H32|5
38b001527c47aa,阳101H31|||阳101H31|2
38ccd050f26afb,阳101H2|4|3|阳101H32|1
38d9212455fa69,泸201H5|4|24|泸201H5|1
39107df6e4db8c,阳101H31|3|3|阳101H31|7
3932a075d5be51,阳101H35|||阳101H35|3
393b351440627c,阳101H2|||阳101H2|5
394eccc7d0bc49,阳101H32|6|9|阳101H32|5
3957398b6f0551,阳101H2|5|20|阳101H2|4
3958c00a53f7a0,泸208H2|7|5|泸208H2|6
39760b896ec8c7,泸201H5|3|10|泸201H5|2
397d42dcdd100b,阳101H26|||阳101H26|1
398db991466ef4,阳101H37|||阳101H37|2
39bdb0bf67004f,阳101H35|3|7|阳101H35|1
39c6f4cf109f55,阳101H25|1|23|阳101H25|2
39da2daccfe400,阳101H33|4|8|阳101H33|3
39e8aae61ee6d9,阳101H35|2|7|阳101H35|4
39fe9fa7599220,阳101H35|2|15|阳101H35|4
39ff1920c4ed3c,泸201H5|1|19|泸201H5|3
3a25803391681e,阳101H2|4|3|阳101H32|5
3a2f396959e72f,阳101H34|2|23|阳101H34|3
3a51488c24abde,阳101H51|4|8|阳101H51|3
3a5f8f19ea399f,阳101H32|6|12|阳101H32|5
3a68f96fbfc864,阳101H31|1|4|阳101H31|3
3aa43d2f98776c,阳101H2|2|10|阳101H2|4
3aa6d77e508697,泸203H64|1|11|泸203H64|4
3ab9a7416dc187,阳101H26|||阳101H26|4
3abcf3767d6a78,阳101H2|2|22|阳101H2|1
3ac4ffb8a75a7c,阳101H26|||阳101H26|1
3acaea1e80e7bf,泸208H1|5|9|泸208H1|4
3adcae36af1955,阳101H2|2|15|阳101H2|8
3ae99e5c7bb419,阳101H35|3|8|阳101H35|1
3b0e5e1a21a443,泸201H5|3|13|泸201H5|1
3b178ac817d6f1,阳101H31|||阳101H31|1
3b18df97cfbc77,泸203H11|6|5|泸203H11|7
3b1e8a86bb8a60,阳101H35|3|17|阳101H35|1
3b3d7ad126d45e,阳101H31|3|8|阳101H31|2
3b424fecc72b4e,阳101H32|4|5|阳101H32|5
3b4e8d305da8a3,阳101H31|1|16|阳101H31|3
3b5039c9797bcf,泸201H5|4|14|泸201H5|1
3b516ecffebbb8,阳101H31|7|27|阳101H31|6
3b6e4647481522,阳101H51|6|1|阳101H51|5
3ba56a9b75e7cc,泸203H64|5|3|泸203H64|1
3bdce133f83913,泸208H2|8|4|泸208H2|7
3bee2037a116d0,阳101H33|2|2|阳101H33|1
3c524d22353020,阳101H35|2|18|阳101H35|4
3c7f5bad275db1,泸206H10|3|12|泸206H10|4
3c856183ce410b,阳101H2|4|3|阳101H32|2
3cbb7f8c4970c1,阳101H34|3|15|阳101H34|4
3cc201da65a9c7,泸203H66|||泸203H66|2
3cc652bcf5c4af,阳101H31|2|2|阳101H31|3
3cefaf4873f89e,阳101H26|||阳101H26|4
3d0b2e52e7b954,阳101H2|2|22|阳101H2|4
3d0c11cbf54c37,泸203H76|1|21|泸203H76|3
3d33db1ab61050,阳101H34|2|22|阳101H34|1
3d3a8a325ab09a,阳101H26|||阳101H26|4
3d491a7248842a,泸206H8|5|11|泸206H8|7
3d87616650f5ff,阳101H31|7|20|阳101H31|6
3d89f75850d4c6,阳101H75|6|11|阳101H75|4
3d8a43f8864b02,阳101H35|1|20|阳101H35|2
3d928b1536eda0,阳101H2|5|23|阳101H2|8
3daea777d1d5ee,阳101H2|2|6|阳101H2|6
3db2beeed2d287,阳101H31|1|17|阳101H31|3
3e1fb34aa91a4e,阳101H51|1|4|阳101H51|2
3e29f2fc09b0a7,泸203H76|3|15|泸203H76|2
3e5c70f85fa081,泸201H5|2|22|泸201H5|1
3e6b1aab5291f8,泸206H8|5|5|泸206H8|7
3e8b04d83f6c19,阳101H2|4|15|阳101H2|2
3e93fc4eebd6ee,泸206H8|5|3|泸206H8|8
3eb41ba1a46128,阳101H2|2|15|阳101H2|6
3eb85a30eaa507,阳101H32|6|5|阳101H32|4
3ebb362c161a5a,阳101H2|4|3|阳101H32|3
3f193f9fd04070,泸201H5|3|5|泸201H5|4
3f1a8984219799,阳101H2|||阳101H2|2
3f3a91e8d82ef8,阳101H2|6|4|阳101H2|3
3f46d384a23340,阳101H34|3|21|阳101H34|2
3f58f5e1f0185a,泸203H66|1|18|泸203H66|4
3f730dd8f7cc17,阳101H31|||阳101H31|1
3fea614fceb3f6,阳101H35|1|9|阳101H35|2
3feab41693bf09,阳101H33|2|7|阳101H33|3
3ff8edcd4fe764,泸208H2|7|3|泸208H2|8
40085c484995d4,阳101H75|5|6|阳101H75|4
40097c2fc7a30e,阳101H26|||阳101H26|4
40306b69ad92a0,阳101H33|2|6|阳101H33|3
403100c565e2d5,泸208H2|6|8|泸208H2|7
4038e0c81ed159,泸206H10|3|12|泸206H10|2
40571daf7514c8,阳101H2|2|10|阳101H2|5
4065ac9744f0f2,阳101H35|1|23|阳101H35|3
4066f4fa56bb78,阳101H31|||阳101H31|1
406d09ac022641,阳101H31|2|4|阳101H25|5
407e233ec9ab7a,阳101H31|5|11|阳101H31|7
40950e2c560337,泸203H76|1|19|泸203H76|4
40987312f782b2,泸203H64|4|8|泸203H64|5
40a6ad54b533a0,阳101H32|6|20|阳101H32|7
40c96d8fa1a4f0,阳101H35|2|5|阳101H35|1
40ce93577695eb,泸203H64|3|7|泸203H64|2
40edf094e9afae,阳101H26|||阳101H26|3
412b3dd53d5a5e,泸208H1|4|17|泸208H1|5
4133e5ffc20b3c,阳101H31|||阳101H31|2
415b90b7f7dde0,阳101H35|1|2|阳101H35|3
415ef1d4af0117,阳101H2|2|10|阳101H2|6
4167d471bb9ece,阳101H32|2|9|阳101H32|1
41774b2542263e,阳101H75|6|7|阳101H75|4
4192501b6a7f1b,泸201H5|3|6|泸201H5|1
41997f2cb0f44d,泸206H8|4|19|泸206H8|1
41aa346b9a1c50,泸203H64|2|8|泸203H64|3
41dacfc12b3b34,泸203H76|1|21|泸203H76|4
41f13828806f3c,阳101H31|5|23|阳101H31|7
4203ec0a8ef59e,泸201H5|3|9|泸201H5|4
420d63789cadff,阳101H35|3|7|阳101H35|4
42149c422846bd,阳101H2|4|18|阳101H2|2
424214c7f7d605,阳101H26|||阳101H26|1
424701276b77e4,阳101H2|2|9|阳101H2|6
425ccf061b0b82,阳101H31|1|19|阳101H31|3
4274db635d3067,阳101H26|||阳101H26|1
427c6d882be0d4,泸201H5|4|13|泸201H5|3
42840c4d4accc2,泸208H2|1|15|泸208H2|2
4287f18cd3936d,阳101H26|||阳101H26|3
42ed9937c45a84,阳101H25|1|24|阳101H25|3
43313c5d383c1d,泸208H2|9|9|泸208H2|8
4350fa8ebd8b21,泸203H66|1|18|泸203H66|3
43694d136d750f,泸208H2|9|12|泸208H2|8
436d9ccf950cf7,阳101H51|2|16|阳101H51|4
437ce3818c71b2,泸208H2|2|12|泸208H2|3
4399c5bac367ec,阳101H35|3|9|阳101H35|2
43a188055ebaa4,阳101H51|3|12|阳101H51|4
43b3812d10b5d9,泸201H5|3|16|泸201H5|1
43be489b98a6d5,阳101H35|3|9|阳101H35|4
43d1aabd0cfd37,阳101H2|||阳101H2|2
43ebbbadd2f73b,泸201H5|1|11|泸201H5|2
4419c63964c15c,泸206H10|3|2|泸206H10|4
444c2d53436059,泸206H8|5|4|泸206H8|3
444d5d1259bca2,阳101H51|1|9|阳101H51|2
4455da6ac8f069,阳101H26|||阳101H26|4
44708cb31b52ff,阳101H34|3|3|阳101H34|2
44754145b644f6,阳101H2|||阳101H2|1
448645fa04a2e3,阳101H51|2|18|阳101H51|3
44b8e1a1b0f03e,阳101H31|3|12|阳101H31|1
44beaf82320181,泸206H8|5|4|泸206H8|2
44c57297836ba5,阳101H35|1|22|阳101H35|3
44cb8328e65581,阳101H26|||阳101H26|3
44db62b5714126,阳101H32|4|6|阳101H32|6
44fa59338dda84,阳101H31|3|11|阳101H31|4
4504c38be125f3,阳101H51|2|4|阳101H51|3
4523def2616b83,阳101H26|||阳101H26|3
453b4b3c1da95f,泸206H8|4|18|泸206H8|7
453df0d91b6456,阳101H35|2|6|阳101H35|1
453f399df82ddc,泸208H2|2|13|泸208H2|1
45515238b8292a,阳101H31|1|8|阳101H31|3
456d3cd79dfaa0,泸201H5|1|17|泸201H5|3
4584963975611d,阳101H31|7|18|阳101H31|5
458b97da85e8c5,阳101H31|7|19|阳101H31|5
458cba35d01815,泸203H66|3|25|泸203H66|2
4599832292995c,泸203H64|5|3|泸203H64|3
45a0d21604d5df,阳101H31|7|24|阳101H31|5
45caa9f963a664,泸203H64|3|11|泸203H64|1
45d1e787889bdd,泸206H8|4|18|泸206H8|8
45d8ee941388f7,阳101H51|1|8|阳101H51|3
45dd2de67edce5,阳101H35|2|19|阳101H35|4
45f5077701b03a,泸208H2|1|5|泸208H2|2
45fb20fcb8887c,泸201H5|3|17|泸201H5|4
4600a49e6fc6db,泸201H5|1|9|泸201H5|3
4603885dd27596,阳101H32|5|23|阳101H32|2
461605d379cd23,泸203H76|3|8|泸203H76|4
4631b145530760,泸208H2|9|13|泸208H2|10
4650ab430399fe,阳101H26|||阳101H26|3
466a7e6ba86a5d,阳101H31|3|3|阳101H31|6
466aba89b68ff4,泸203H64|5|2|泸203H58|1
46a656398e8198,泸206H8|4|2|泸206H8|5
46a8b9726e00b2,泸201H5|2|24|泸201H5|3
46b08860fa7b4e,泸203H66|1|16|泸203H66|3
46c6293b5c6d82,阳101H2|4|18|阳101H2|1
46d68350c5b0d6,阳101H26|||阳101H26|4
46f9c5c6b10789,阳101H34|3|14|阳101H34|4
46fc4c1f905276,泸206H8|4|21|泸206H8|7
471b6a4ada2923,泸203H76|3|16|泸203H76|2
47278024ed081f,泸201H5|4|24|泸201H5|3
472b9c36d68c62,泸201H5|1|4|泸201H5|4
472fa4f7c7e35a,阳101H35|2|18|阳101H35|1
4739e684861ce2,阳101H37|5|28|阳101H37|4
4762ff6c68f76c,阳101H32|6|9|阳101H32|4
4779a893fed0ed,泸206H8|5|3|泸206H8|1
477e0c311a5d26,泸203H66|2|23|泸203H66|3
478b02f4d0ef8a,阳101H2|||阳101H2|5
47bf973a93e986,泸203H9|2|25|泸203H9|1
47cd4741a3b375,泸203H66|1|8|泸203H66|3
47de5060f86379,阳101H2|||阳101H2|3
47e88900427264,阳101H35|2|1|阳101H35|4
47fab25f488178,阳101H31|3|12|阳101H31|7
4806e8f85ae9da,阳101H35|2|6|阳101H35|3
480b6b035df8b5,阳101H32|4|17|阳101H32|5
48122bc79bc841,阳101H35|||阳101H35|1
481abd45fbb6e9,阳101H2|||阳101H2|2
4826f867967b99,泸208H2|8|13|泸208H2|7
4829766de59363,泸203H66|||泸203H66|2
482bfc279a7cce,阳101H34|3|25|阳101H34|2
487524a08a9709,阳101H31|3|8|阳101H31|6
48787d3e379b35,阳101H33|4|3|阳101H33|3
4882a814449645,泸203H76|4|7|泸203H76|3
48a6c3981a6853,阳101H32|6|5|阳101H32|2
48ec4487eabd44,泸206H8|5|13|泸206H8|3
48fb18f7deb1a5,泸203H64|4|7|泸203H64|3
490ba78f484bd8,泸208H1|4|1|泸208H1|3
49111a216d79c2,阳101H34|2|10|阳101H34|3
49296c1bccb738,阳101H35|2|8|阳101H35|1
492bd946a159b1,泸201H5|2|19|泸201H5|4
493165f436e777,泸203H64|1|19|泸203H64|3
4933bfcd27e8d9,阳101H31|3|5|阳101H31|5
493ae76710867e,泸206H8|5|6|泸206H8|7
494784e6d3e0b7,阳101H32|6|6|阳101H32|2
4978fa9c55f6b9,阳101H2|||阳101H2|5
49826c0c1be83f,阳101H32|2|16|阳101H32|7
49cb30f7213982,泸203H76|3|8|泸203H76|2
49e27c1230a828,泸203H64|4|4|泸203H64|1
49f44136800860,阳101H32|2|14|阳101H32|5
49f6dbf680372a,阳101H2|322|3|阳101H2|8
4a45b854e90155,阳101H2|2|3|阳101H2|4
4a46ec6115d48e,阳101H26|||阳101H26|3
4a57e38b2be911,泸203H9|3|26|泸203H9|2
4a620aa02416fa,泸203H66|2|23|泸203H66|1
4a628621f690dc,泸201H5|2|10|泸201H5|4
4a88cb1457025e,阳101H2|||阳101H2|1
4ab3b22f1fce58,阳101H31|2|3|阳101H31|3
4ac9c72b3446ed,泸203H64|5|6|泸203H64|3
4add6127a73f9f,泸203H64|4|2|泸203H64|5
4ae367e596b0a6,阳101H31|||阳101H31|1
4ae4fb614dc242,泸203H76|1|16|泸203H76|4
4ae982342c42a0,泸206H10|3|5|泸206H10|2
4aef725b676b4d,阳101H2|||阳101H2|6
4af7e143ab0055,泸203H66|2|24|泸203H66|1
4b12b84f1d7be3,阳101H31|3|4|阳101H31|5
4b45586405f03c,阳101H32|4|20|阳101H32|5
4b4e091a606301,泸208H2|10|9|泸208H2|9
4b8fcd45d21991,阳101H31|3|16|阳101H31|6
4bb0a1760e5611,阳101H34|4|18|阳101H34|3
4bc04bade68f4f,阳101H2|4|8|阳101H2|6
4bcc85fd501732,泸201H5|3|20|泸201H5|1
4bd702071e8892,泸203H64|2|4|泸203H64|3
4bdf87159a63cb,阳101H35|2|3|阳101H35|4
4c256282b2a506,泸203H66|1|19|泸203H66|sensor:No05
4c286394433479,泸201H5|2|4|泸201H5|3
4c3a8ffba737d0,泸208H1|2|15|泸208H2|5
4c42f0fcc6f7a0,阳101H31|1|8|阳101H31|2
4c4e8a3e79088a,泸208H2|9|18|泸208H2|10
4c64939859d8ca,泸203H76|3|13|泸203H76|2
4c85b715e20c68,阳101H34|4|4|阳101H34|3
4ca4c15d9c8953,阳101H31|||阳101H31|3
4ca6da4047a6dd,阳101H2|5|23|阳101H2|6
4ccf5aa55da573,阳101H51|2|19|阳101H51|4
4ce61856ead5b8,泸203H8|2|1|泸203H8|3
4cf7738d4e7e48,阳101H32|6|6|阳101H32|4
4d0d557cd091ec,泸206H10|4|8|泸206H10|2
4d174876f451a8,泸206H8|2|21|泸206H8|1
4d2e4767b64058,阳101H35|1|15|阳101H35|3
4d33eb2a515346,泸201H5|4|1|泸201H5|2
4d4ae941028765,阳101H75|6|8|阳101H75|5
4d653ab4772b0c,泸208H2|7|8|泸208H2|8
4d6996f6fad3ae,泸201H5|3|9|泸201H5|1
4d77592e255fef,阳101H2|4|15|阳101H2|1
4d9db36dfc0f87,泸206H8|5|3|泸206H8|7
4da951fdd6b297,阳101H2|||阳101H32|4
4db002daf878d4,阳101H34|5|5|阳101H34|6
4dc6a2af9503a8,阳101H31|||阳101H31|3
4dc7aa0e9900fa,阳101H26|||阳101H26|1
4e00a5452ea1bd,泸203H153|5|18|泸203H153|6
4e03ec4247522f,阳101H2|||阳101H2|1
4e0729e2f2848b,阳101H31|2|11|阳101H31|3
4e28d0f19bf47b,泸206H8|2|21|泸206H8|7
4e2d6b07ce4673,阳101H31|3|6|阳101H31|5
4e31fb8f5db60d,泸201H5|4|4|泸201H5|1
4e399f812c7649,泸203H153|5|20|泸203H153|6
4e3ef8d9132c4a,阳101H2|2|6|阳101H2|5
4e42ed3eb29717,阳101H35|1|7|阳101H35|3
4e4c46304ee3a4,泸203H64|1|15|泸203H64|2
4e5b2c24cfda01,阳101H2|4|6|阳101H2|5
4e69c0a87e6b17,泸206H8|3|20|泸206H8|5
4ea274c3b8dfe2,阳101H35|3|2|阳101H35|1
4eaec4c491a7f9,泸203H64|5|6|泸203H64|2
4eb5eeb6fbabf8,阳101H2|114|18|阳101H2|8
4ed0c2fb5c6a15,泸203H153|6|2|泸203H153|5
4ee09bf021be22,阳101H35|3|4|阳101H35|1
4ee3ba262c361d,阳101H2|6|20|阳101H2|8
4f03a971ee9611,阳101H34|6|9|阳101H34|5
4f25e315ee9927,阳101H31|3|14|阳101H31|4
4f2b16758e2b6d,阳101H25|1|20|阳101H25|2
4f38a76424e4dd,泸208H2|8|9|泸208H2|7
4f3db73ea6af05,阳101H26|||阳101H26|2
4f3ec435fe0e22,阳101H32|4|5|阳101H32|1
4f5a61c9c64927,泸208H2|10|8|泸208H2|9
4f5d5a4d06a674,泸203H64|3|10|泸203H64|1
4f6c0355a9f1cd,阳101H51|2|1|阳101H51|1
4fe8da9e08ad85,泸208H2|9|4|泸208H2|10
4ffc44f1c5661f,泸203H66|||泸203H66|sensor:压力（MPa）
501f214dcb8984,阳101H2|2|12|阳101H2|5
5025e28cc550e0,泸201H5|4|3|泸201H5|3
5029f762ff2367,泸203H153|5|2|泸203H153|6
