压裂井-压裂段-压窜井,平台,井段键,压窜分类_目标5类,曲线样本ID,验证平台组,outer_fold,Dummy_预测类型,Dummy_P_M1,Dummy_P_M2,Dummy_P_M3,Dummy_P_M4,Dummy_P_M5,Logistic_预测类型,Logistic_P_M1,Logistic_P_M2,Logistic_P_M3,Logistic_P_M4,Logistic_P_M5,RandomForest_预测类型,RandomForest_P_M1,RandomForest_P_M2,RandomForest_P_M3,RandomForest_P_M4,RandomForest_P_M5,XGBoost_预测类型,XGBoost_P_M1,XGBoost_P_M2,XGBoost_P_M3,XGBoost_P_M4,XGBoost_P_M5,NestedSelection_预测类型,NestedSelection_P_M1,NestedSelection_P_M2,NestedSelection_P_M3,NestedSelection_P_M4,NestedSelection_P_M5
泸203H10-2—第15段—泸203H10-3,泸203H10,泸203H10-2 | 第15段,渐进上升型,9b15d319fb7007,泸203H10,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.13205151710195226,0.11410616403891913,0.5587293810370707,0.18273695626630648,0.012375981555751486,渐进上升型,0.2089282020292005,0.16129189415068618,0.3548503053367131,0.24234682145324807,0.03258277703015274,渐进上升型,0.09190436452627182,0.07628808170557022,0.5827686190605164,0.2145518958568573,0.03448702394962311,渐进上升型,0.2089282020292005,0.16129189415068618,0.3548503053367131,0.24234682145324807,0.03258277703015274
泸203H10-2—第16段—泸203H10-1,泸203H10,泸203H10-2 | 第16段,渐进上升型,c851c0321ea0db,泸203H10,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.1269375636440385,0.1182965205415153,0.5603891819019512,0.18249575526387146,0.011880978648623534,渐进上升型,0.20637285006274694,0.164037526083681,0.33732490357779704,0.26221126150447305,0.030053458771302513,渐进上升型,0.15853849053382874,0.08440085500478745,0.42237982153892517,0.29315680265426636,0.04152397811412811,渐进上升型,0.20637285006274694,0.164037526083681,0.33732490357779704,0.26221126150447305,0.030053458771302513
泸203H10-2—第17段—泸203H10-1,泸203H10,泸203H10-2 | 第17段,快速稳定型,a41cb7bc63be77,泸203H10,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.11095678326491125,0.12368983701264945,0.5564122049415682,0.19582541392522418,0.013115760855646974,渐进上升型,0.2093692968723799,0.18243941393384283,0.3092782838805176,0.2657288964191914,0.033184108894068795,渐进上升型,0.15478026866912842,0.08745695650577545,0.41236716508865356,0.3053329586982727,0.04006265476346016,渐进上升型,0.2093692968723799,0.18243941393384283,0.3092782838805176,0.2657288964191914,0.033184108894068795
泸203H10-3—第3段—泸203H10-2,泸203H10,泸203H10-3 | 第3段,稳定缓升型,a28c17d8261f97,泸203H10,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.07416871436380454,0.16773259090714138,0.546822013229214,0.19408449888669413,0.017192182613145868,渐进上升型,0.19497936566954518,0.147952067070279,0.3757404388059262,0.255407958745937,0.02592016970831302,渐进上升型,0.12031836062669754,0.1258344054222107,0.5071489214897156,0.23221030831336975,0.014488003216683865,渐进上升型,0.19497936566954518,0.147952067070279,0.3757404388059262,0.255407958745937,0.02592016970831302
泸203H10-3—第12段—泸203H10-1,泸203H10,泸203H10-3 | 第12段,渐进上升型,bbc00d8e373e7d,泸203H10,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.032012014748123256,0.18740848044407477,0.602734109910256,0.16349940918671696,0.014345985710828825,渐进上升型,0.0891142070012476,0.18145962022375606,0.43394700877405057,0.2694583220357209,0.026020841965225087,渐进上升型,0.060194727033376694,0.2566206455230713,0.41353145241737366,0.2467392086982727,0.022913960739970207,渐进上升型,0.0891142070012476,0.18145962022375606,0.43394700877405057,0.2694583220357209,0.026020841965225087
泸203H10-4—第8段—泸203H10-3,泸203H10,泸203H10-4 | 第8段,渐进上升型,61e3c2032712bc,泸203H10,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.06679630733560761,0.21014755002136312,0.5730192511337554,0.13781829605351686,0.012218595455757002,渐进上升型,0.13352544370639446,0.1595145209711441,0.4559120980265271,0.21667220002626497,0.0343757372696697,渐进上升型,0.0499679334461689,0.06444898992776871,0.6114388108253479,0.2432987540960312,0.030845515429973602,渐进上升型,0.13352544370639446,0.1595145209711441,0.4559120980265271,0.21667220002626497,0.0343757372696697
泸203H10-4—第9段—泸203H10-3,泸203H10,泸203H10-4 | 第9段,渐进上升型,d57d039ee680fe,泸203H10,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.06408321534932358,0.15858470230404237,0.5993828668019352,0.16248685468704596,0.01546236085765293,渐进上升型,0.16285023748088684,0.15124229414063498,0.40477140378109694,0.24597751065365195,0.03515855394372989,渐进上升型,0.053440820425748825,0.07455918192863464,0.6326026916503906,0.21207575500011444,0.027321504428982735,渐进上升型,0.16285023748088684,0.15124229414063498,0.40477140378109694,0.24597751065365195,0.03515855394372989
泸203H11-2—第7段—泸203H11-3,泸203H11,泸203H11-2 | 第7段,渐进上升型,9f5ab78de8f5fd,泸203H11,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.13694931245283518,0.24258507877438837,0.5074443616149202,0.09342057373626186,0.01960067342159437,渐进上升型,0.2937041607329591,0.0981775464571096,0.34872632030331147,0.22296923811754343,0.036422734389076776,渐进上升型,0.10458096116781235,0.1256992071866989,0.4592926502227783,0.2058449387550354,0.10458222031593323,渐进上升型,0.2937041607329591,0.0981775464571096,0.34872632030331147,0.22296923811754343,0.036422734389076776
泸203H11-2—第8段—泸203H11-3,泸203H11,泸203H11-2 | 第8段,快速稳定型,c2b141d47aae59,泸203H11,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.15677429360044406,0.18591694129237782,0.5299794734212355,0.10907700346303319,0.01825228822290936,渐进上升型,0.33338904443963474,0.09886005896472609,0.34257365146752605,0.17930269380140385,0.04587455132670948,渐进上升型,0.14229586720466614,0.12029789388179779,0.43056198954582214,0.1707307994365692,0.1361134797334671,渐进上升型,0.33338904443963474,0.09886005896472609,0.34257365146752605,0.17930269380140385,0.04587455132670948
泸203H11-2—第10段—泸203H11-3,泸203H11,泸203H11-2 | 第10段,稳定缓升型,6047d67ba66f54,泸203H11,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.1100229563605849,0.169708376928814,0.6145598894726119,0.09101021189144314,0.014698565346546113,渐进上升型,0.16800293088475846,0.11479912847580286,0.4333699221663816,0.21219281149957733,0.07163520697347994,渐进上升型,0.06572207808494568,0.1966335028409958,0.271188348531723,0.2277395874261856,0.2387164831161499,渐进上升型,0.16800293088475846,0.11479912847580286,0.4333699221663816,0.21219281149957733,0.07163520697347994
泸203H11-4—第3段—泸203H11-3,泸203H11,泸203H11-4 | 第3段,快速稳定型,d75053ea6bafd0,泸203H11,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.006047524463778495,0.1129361033892634,0.6754941771391254,0.19881327378461028,0.006708921223222431,渐进上升型,0.2572980954428064,0.11901781674453633,0.3996738933441314,0.18113782949198914,0.042872364976536965,渐进上升型,0.09174026548862457,0.14894868433475494,0.4428812861442566,0.1985885202884674,0.1178412139415741,渐进上升型,0.2572980954428064,0.11901781674453633,0.3996738933441314,0.18113782949198914,0.042872364976536965
泸203H153-4—第16段—泸203H153-6,泸203H153,泸203H153-4 | 第16段,渐进上升型,c293f089dff51d,泸203H153,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,涨幅微弱型,0.6949923706873969,0.07634208028404213,0.14388514026502508,0.03691397455822994,0.04786643420530569,渐进上升型,0.30065718400655406,0.14054340798199752,0.33881231344692914,0.17088090917429474,0.049106185390224585,涨幅微弱型,0.43384799361228943,0.1650640219449997,0.23324601352214813,0.1133643388748169,0.05447765812277794,渐进上升型,0.30065718400655406,0.14054340798199752,0.33881231344692914,0.17088090917429474,0.049106185390224585
泸203H153-5—第18段—泸203H153-6,泸203H153,泸203H153-5 | 第18段,快速稳定型,4e00a5452ea1bd,泸203H153,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.23261339851120308,0.0982155262603293,0.5532448141324642,0.09659958943711881,0.019326671658884638,渐进上升型,0.2719344384825532,0.12830296416477718,0.35906059841604515,0.20902054406799633,0.03168145486862824,渐进上升型,0.22421295940876007,0.1227198913693428,0.35575851798057556,0.26770129799842834,0.029607359319925308,渐进上升型,0.2719344384825532,0.12830296416477718,0.35906059841604515,0.20902054406799633,0.03168145486862824
泸203H153-5—第20段—泸203H153-6,泸203H153,泸203H153-5 | 第20段,快速稳定型,4e399f812c7649,泸203H153,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.27663283393031673,0.1446736808921507,0.48582833491590993,0.07590393359957393,0.0169612166620489,渐进上升型,0.2849975517231135,0.12684161334323527,0.3373112141137804,0.22000153340865278,0.03084808741121805,渐进上升型,0.2857276499271393,0.1422969549894333,0.3223400115966797,0.21223308145999908,0.03740231320261955,渐进上升型,0.2849975517231135,0.12684161334323527,0.3373112141137804,0.22000153340865278,0.03084808741121805
泸203H153-5—第21段—泸203H153-6,泸203H153,泸203H153-5 | 第21段,稳定缓升型,24302fa3efe120,泸203H153,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.31357740484000174,0.10137848003491216,0.4887589484757672,0.07713315203447085,0.019152014614848032,渐进上升型,0.31120359744412496,0.13037903730483857,0.3274048621545866,0.20717225811572929,0.023840244980720626,渐进上升型,0.28223809599876404,0.11978203058242798,0.3787315785884857,0.184068500995636,0.03517981618642807,渐进上升型,0.31120359744412496,0.13037903730483857,0.3274048621545866,0.20717225811572929,0.023840244980720626
泸203H153-6—第17段—泸203H153-5,泸203H153,泸203H153-6 | 第17段,渐进上升型,68fcf92a48810a,泸203H153,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.20785611602981924,0.11204858707762853,0.5250946847764691,0.12915413056988895,0.025846481546194136,渐进上升型,0.2541698756967838,0.13510180682995268,0.3596377201814958,0.21767052303505036,0.03342007425671731,渐进上升型,0.17818023264408112,0.10569692403078079,0.39942601323127747,0.2916932702064514,0.02500353381037712,渐进上升型,0.2541698756967838,0.13510180682995268,0.3596377201814958,0.21767052303505036,0.03342007425671731
泸203H153-6—第20段—泸203H153-5,泸203H153,泸203H153-6 | 第20段,快速稳定型,b5b2e28060aaa0,泸203H153,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,渐进上升型,0.2289321548129461,0.11519202175878322,0.5298029544515672,0.09916654856252068,0.02690632041418282,渐进上升型,0.2733076752933587,0.13171191087513087,0.3704863476401699,0.2014914796318705,0.023002586559469806,渐进上升型,0.22075314819812775,0.12542763352394104,0.4750552773475647,0.14964193105697632,0.029121968895196915,渐进上升型,0.2733076752933587,0.13171191087513087,0.3704863476401699,0.2014914796318705,0.023002586559469806
泸203H153-7—第5段—泸203H153-2,泸203H153,泸203H153-7 | 第5段,渐进上升型,c340969b761973,泸203H153,0,涨幅微弱型,0.4598337950138504,0.11634349030470914,0.24238227146814403,0.14265927977839335,0.038781163434903045,涨幅微弱型,0.6609618347964229,0.08943856564081451,0.18620051103269586,0.02784749611912539,0.0355515924109414,涨幅微弱型,0.315477409700421,0.15889303115934467,0.3123783594976562,0.17011569310198354,0.043135506540594795,涨幅微弱型,0.46235528588294983,0.18287383019924164,0.15462365746498108,0.14285843074321747,0.05728882923722267,涨幅微弱型,0.315477409700421,0.15889303115934467,0.3123783594976562,0.17011569310198354,0.043135506540594795
泸203H6-1—第9段—泸203H6-3,泸203H6,泸203H6-1 | 第9段,涨幅微弱型,65e0678afec26b,泸203H6,2,涨幅微弱型,0.5922222222222222,0.07111111111111111,0.17,0.12333333333333334,0.043333333333333335,快速稳定型,0.011082202953258014,0.4349240553471419,0.15907929292374412,0.1045728502563155,0.29034159851954044,快速稳定型,0.06643120674308003,0.3593149043406629,0.19723629827486472,0.20158862102580097,0.17542896961559187,快速稳定型,0.1986268311738968,0.2878465950489044,0.2594407796859741,0.20163999497890472,0.05244578793644905,快速稳定型,0.011082202953258014,0.4349240553471419,0.15907929292374412,0.1045728502563155,0.29034159851954044
泸203H6-1—第9段—泸203H6-4,泸203H6,泸203H6-1 | 第9段,涨幅微弱型,5e96923f342b90,泸203H6,2,涨幅微弱型,0.5922222222222222,0.07111111111111111,0.17,0.12333333333333334,0.043333333333333335,快速稳定型,0.011146704921787185,0.43411096088326623,0.1589589845634563,0.10469186840537517,0.291091481226115,快速稳定型,0.07156909408267478,0.3713726431060254,0.20307187859948295,0.21450678290777864,0.13947960130403864,快速稳定型,0.19878502190113068,0.28807586431503296,0.2596474289894104,0.20180058479309082,0.051691148430109024,快速稳定型,0.011146704921787185,0.43411096088326623,0.1589589845634563,0.10469186840537517,0.291091481226115
泸203H64-2—第2段—泸203H64-3,泸203H64,泸203H64-2 | 第2段,涨幅微弱型,7c01dbb2fad912,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.17261033665397255,0.18748574382121008,0.4096543298412505,0.2058085366509265,0.024441053032640395,渐进上升型,0.15976492441565665,0.19366877594920867,0.3962069653964208,0.2023871650849685,0.04797216915374543,渐进上升型,0.05172156170010567,0.2879776656627655,0.321159690618515,0.2192617505788803,0.11987932026386261,渐进上升型,0.15976492441565665,0.19366877594920867,0.3962069653964208,0.2023871650849685,0.04797216915374543
泸203H64-2—第2段—泸203H64-4,泸203H64,泸203H64-2 | 第2段,涨幅微弱型,18b7f53df32b8a,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.29277792536068353,0.14468389065062753,0.32080289338682544,0.21314648030271952,0.028588810299143945,涨幅微弱型,0.30829351408032213,0.11366624847317751,0.29960232358730204,0.2194098876627409,0.05902802619645758,快速稳定型,0.10888044536113739,0.2468932718038559,0.1998661458492279,0.22009271383285522,0.22426746785640717,涨幅微弱型,0.30829351408032213,0.11366624847317751,0.29960232358730204,0.2194098876627409,0.05902802619645758
泸203H64-2—第4段—泸203H64-1,泸203H64,泸203H64-2 | 第4段,涨幅微弱型,81b74b1622fc1c,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.23228066577056622,0.17624275235812664,0.3877308648415369,0.1712505363329982,0.03249518069677207,渐进上升型,0.1693186293430724,0.17968278326484968,0.4094457529870132,0.19193631040509815,0.049616523999966904,渐进上升型,0.05211220309138298,0.2761070728302002,0.2892335057258606,0.1751696765422821,0.20737752318382263,渐进上升型,0.1693186293430724,0.17968278326484968,0.4094457529870132,0.19193631040509815,0.049616523999966904
泸203H64-2—第4段—泸203H64-3,泸203H64,泸203H64-2 | 第4段,涨幅微弱型,4bd702071e8892,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.23204445809927965,0.1763273539624019,0.38790617103276404,0.17123693564727652,0.032485081258278065,渐进上升型,0.16698214447418372,0.18110495406668473,0.41222043158479665,0.19080888830507198,0.048883581569263285,渐进上升型,0.05211220309138298,0.2761070728302002,0.2892335057258606,0.1751696765422821,0.20737752318382263,渐进上升型,0.16698214447418372,0.18110495406668473,0.41222043158479665,0.19080888830507198,0.048883581569263285
泸203H64-2—第4段—泸203H64-4,泸203H64,泸203H64-2 | 第4段,涨幅微弱型,7262d47490fe4d,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,涨幅微弱型,0.37249793031621514,0.13057665125705042,0.29142671346901033,0.16930120102555365,0.03619750393217056,涨幅微弱型,0.38681992681654653,0.08883894324331462,0.24879145303371936,0.19402143645720646,0.08152824044921328,先降后升型,0.18393021821975708,0.10909836739301682,0.19000153243541718,0.20292985439300537,0.31404000520706177,涨幅微弱型,0.38681992681654653,0.08883894324331462,0.24879145303371936,0.19402143645720646,0.08152824044921328
泸203H64-2—第5段—泸203H64-1,泸203H64,泸203H64-2 | 第5段,涨幅微弱型,ecc4a386be407e,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.23219190788586958,0.17627453866313533,0.3877967319851314,0.17124543395391736,0.03249138751194627,渐进上升型,0.16698214447418372,0.18110495406668473,0.41222043158479665,0.19080888830507198,0.048883581569263285,渐进上升型,0.05211220309138298,0.2761070728302002,0.2892335057258606,0.1751696765422821,0.20737752318382263,渐进上升型,0.16698214447418372,0.18110495406668473,0.41222043158479665,0.19080888830507198,0.048883581569263285
泸203H64-2—第5段—泸203H64-4,泸203H64,泸203H64-2 | 第5段,先降后升型,928c121d65eafc,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,涨幅微弱型,0.3716998864484445,0.1308153315278529,0.2919378229271864,0.16935925859374368,0.036187700502772466,涨幅微弱型,0.38681992681654653,0.08883894324331462,0.24879145303371936,0.19402143645720646,0.08152824044921328,先降后升型,0.18393021821975708,0.10909836739301682,0.19000153243541718,0.20292985439300537,0.31404000520706177,涨幅微弱型,0.38681992681654653,0.08883894324331462,0.24879145303371936,0.19402143645720646,0.08152824044921328
泸203H64-2—第6段—泸203H64-3,泸203H64,泸203H64-2 | 第6段,涨幅微弱型,a308fe300d5591,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.2302835182360766,0.17695907984177722,0.3892147791668136,0.17113331873283955,0.03240930402249299,渐进上升型,0.1769555009549773,0.17506892518275824,0.40547464367017294,0.19203462073646801,0.050466309455623894,渐进上升型,0.05919147655367851,0.2530193328857422,0.2871624529361725,0.1767808496952057,0.22384585440158844,渐进上升型,0.1769555009549773,0.17506892518275824,0.40547464367017294,0.19203462073646801,0.050466309455623894
泸203H64-2—第8段—泸203H64-3,泸203H64,泸203H64-2 | 第8段,涨幅微弱型,41aa346b9a1c50;9332c809a32414,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.2293127253840094,0.1773081167647279,0.389937487426035,0.17107450953676479,0.032367160888462754,渐进上升型,0.19064629207175526,0.17856489018123867,0.3950908642945205,0.18666216157869536,0.049035791873790514,渐进上升型,0.0732266902923584,0.25111788511276245,0.27650582790374756,0.16681945323944092,0.23233012855052948,渐进上升型,0.19064629207175526,0.17856489018123867,0.3950908642945205,0.18666216157869536,0.049035791873790514
泸203H64-3—第2段—泸203H64-1,泸203H64,泸203H64-3 | 第2段,涨幅微弱型,81b355abeb2a73,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,稳定缓升型,0.2456125460371365,0.1999812505756224,0.25552967540944027,0.2578501308951116,0.04102639708268922,涨幅微弱型,0.4641215423985938,0.0911600906302244,0.17429520966956505,0.18737574113518288,0.08304741616643423,先降后升型,0.12711688876152039,0.14137358963489532,0.17684143781661987,0.17253868281841278,0.38212937116622925,涨幅微弱型,0.4641215423985938,0.0911600906302244,0.17429520966956505,0.18737574113518288,0.08304741616643423
泸203H64-3—第2段—泸203H64-2,泸203H64,泸203H64-3 | 第2段,涨幅微弱型,9a860262b31fa8,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.14173717300299804,0.2561311115343912,0.32245343928439935,0.24518905072026403,0.034489225457947394,渐进上升型,0.19455743247262708,0.1948658451324282,0.37056124489931325,0.18295407833912447,0.05706139915650751,快速稳定型,0.04949957877397537,0.35761961340904236,0.27112311124801636,0.15307161211967468,0.16868609189987183,渐进上升型,0.19455743247262708,0.1948658451324282,0.37056124489931325,0.18295407833912447,0.05706139915650751
泸203H64-3—第2段—泸203H64-5,泸203H64,泸203H64-3 | 第2段,涨幅微弱型,17eb8a046a4c51,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,稳定缓升型,0.24266305878994815,0.20138608526879725,0.25723331144519873,0.2578171898703274,0.040900354625728455,涨幅微弱型,0.4682428704169806,0.09114168583240784,0.17254612542048076,0.1866062410274475,0.08146307730268361,先降后升型,0.18913957476615906,0.1493232399225235,0.1867855340242386,0.1822407990694046,0.29251086711883545,涨幅微弱型,0.4682428704169806,0.09114168583240784,0.17254612542048076,0.1866062410274475,0.08146307730268361
泸203H64-3—第3段—泸203H64-1,泸203H64,泸203H64-3 | 第3段,涨幅微弱型,927c3f6cb9fb74,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,稳定缓升型,0.24562981642499335,0.19997305022093884,0.25551972692316394,0.25785027978555936,0.04102712664534462,涨幅微弱型,0.4641215423985938,0.0911600906302244,0.17429520966956505,0.18737574113518288,0.08304741616643423,先降后升型,0.12711688876152039,0.14137358963489532,0.17684143781661987,0.17253868281841278,0.38212937116622925,涨幅微弱型,0.4641215423985938,0.0911600906302244,0.17429520966956505,0.18737574113518288,0.08304741616643423
泸203H64-3—第3段—泸203H64-2,泸203H64,泸203H64-3 | 第3段,涨幅微弱型,381004f88d0840,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.14161847460943836,0.2562055338830806,0.3225403555986715,0.24515694047441763,0.03447869543439194,渐进上升型,0.19455743247262708,0.19590751179909485,0.3688251337882021,0.1833013005613467,0.05740862137872973,快速稳定型,0.04949957877397537,0.35761961340904236,0.27112311124801636,0.15307161211967468,0.16868609189987183,渐进上升型,0.19455743247262708,0.19590751179909485,0.3688251337882021,0.1833013005613467,0.05740862137872973
泸203H64-3—第3段—泸203H64-4,泸203H64,泸203H64-3 | 第3段,渐进上升型,0a98f1c5e862b2,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.13924378686902042,0.2577011241020447,0.32428588168472244,0.244503067836244,0.03426613950796825,渐进上升型,0.22130510337313675,0.19330301655599944,0.34990943005753417,0.17761455357154554,0.05786789644178449,快速稳定型,0.06524921208620071,0.3891831338405609,0.23950707912445068,0.13143038749694824,0.17463018000125885,渐进上升型,0.22130510337313675,0.19330301655599944,0.34990943005753417,0.17761455357154554,0.05786789644178449
泸203H64-3—第3段—泸203H64-5,泸203H64,泸203H64-3 | 第3段,渐进上升型,25bffbb84ab338,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.2414250444101186,0.20197834939860498,0.25795114196505453,0.2577988763027705,0.04084658792345136,涨幅微弱型,0.4682428704169806,0.09114168583240784,0.17254612542048076,0.1866062410274475,0.08146307730268361,先降后升型,0.18913957476615906,0.1493232399225235,0.1867855340242386,0.1822407990694046,0.29251086711883545,涨幅微弱型,0.4682428704169806,0.09114168583240784,0.17254612542048076,0.1866062410274475,0.08146307730268361
泸203H64-3—第4段—泸203H64-1,泸203H64,泸203H64-3 | 第4段,涨幅微弱型,1d133461208816,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,稳定缓升型,0.24477929917101654,0.20037724548304986,0.2560100329750742,0.25784234131789857,0.040991081052960836,涨幅微弱型,0.4641215423985938,0.0911600906302244,0.17429520966956505,0.18737574113518288,0.08304741616643423,先降后升型,0.12711688876152039,0.14137358963489532,0.17684143781661987,0.17253868281841278,0.38212937116622925,涨幅微弱型,0.4641215423985938,0.0911600906302244,0.17429520966956505,0.18737574113518288,0.08304741616643423
泸203H64-3—第4段—泸203H64-2,泸203H64,泸203H64-3 | 第4段,涨幅微弱型,02aa35ea21031e,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,渐进上升型,0.14109290584567077,0.25653543874882623,0.32292557991882986,0.24501411210493884,0.03443196338173427,渐进上升型,0.19627207604796856,0.19306105552050185,0.3699635173582933,0.1815664991626437,0.059136851910592994,快速稳定型,0.05076974257826805,0.33854928612709045,0.27808016538619995,0.15958623588085175,0.1730145961046219,渐进上升型,0.19627207604796856,0.19306105552050185,0.3699635173582933,0.1815664991626437,0.059136851910592994
泸203H64-3—第5段—泸203H64-1,泸203H64,泸203H64-3 | 第5段,涨幅微弱型,af0ea8c2092c74,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,稳定缓升型,0.24332432213616026,0.20107037066619313,0.2568505635506324,0.2578258799778949,0.0409288636691193,涨幅微弱型,0.4682428704169806,0.09114168583240784,0.17254612542048076,0.1866062410274475,0.08146307730268361,先降后升型,0.17432484030723572,0.13762721419334412,0.17215517163276672,0.16796642541885376,0.3479263484477997,涨幅微弱型,0.4682428704169806,0.09114168583240784,0.17254612542048076,0.1866062410274475,0.08146307730268361
泸203H64-3—第7段—泸203H64-5,泸203H64,泸203H64-3 | 第7段,先降后升型,03adeb22595bf6,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,稳定缓升型,0.24303576417077594,0.20120808621557323,0.2570175276030224,0.2578221810440658,0.040916440966562634,涨幅微弱型,0.4682428704169806,0.09114168583240784,0.17254612542048076,0.1866062410274475,0.08146307730268361,先降后升型,0.18913957476615906,0.1493232399225235,0.1867855340242386,0.1822407990694046,0.29251086711883545,涨幅微弱型,0.4682428704169806,0.09114168583240784,0.17254612542048076,0.1866062410274475,0.08146307730268361
泸203H64-3—第8段—泸203H64-1,泸203H64,泸203H64-3 | 第8段,涨幅微弱型,28e694718b13e5,泸203H58,3,涨幅微弱型,0.5057034220532319,0.10139416983523447,0.21673003802281368,0.13814955640050697,0.03802281368821293,稳定缓升型,0.14527700151022727,0.2398605167326602,0.25800995384132236,0.32426980147338563,0.032582726442404446,渐进上升型,0.26373395727330784,0.1423137363376121,0.28128686619021265,0.24847828287513402,0.06418715732373355,渐进上升型,0.11456701159477234,0.2644929885864258,0.2706071436405182,0.19856958091259003,0.15176330506801605,渐进上升型,0.26373395727330784,0.1423137363376121,0.28128686619021265,0.24847828287513402,0.06418715732373355
