sample_key,true,predicted,confidence,base_value,shap_sum,fold
14762,涨幅微弱型,涨幅微弱型,0.6320791244506836,1.1411242485046387,0.2612442342797294,1
6171,稳定缓升型,渐进上升型,0.40057986974716187,0.3582550883293152,1.0318363606347702,4
