file,sheet,monitor,points,reason
E:\压裂窜扰项目\02 规范化\不重要的\阳101H2\阳101H2 邻井压力监测\阳101H2-6-9段压裂施工-2井秒点压力监测.xls,导出数据,2,13261,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H11\泸203H11 邻井压力监测\泸203H11-3-12段压裂施工-1井套压压力监测.xls,Sheet1,3,11403,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-2-25段压裂施工-7井套压压力监测.xls,导出数据,7,10181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-2-6段压裂施工-7井套压压力监测.xls,导出数据,7,4021,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-4-16段压裂施工-6井套压压力监测.xls,导出数据,6,30541,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-10段压裂施工-6井套压压力监测.xls,导出数据,6,14401,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-17段压裂施工-6井套压压力监测.xls,导出数据,6,9721,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-18段压裂施工-6井套压压力监测.xls,导出数据,6,13801,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-19段压裂施工-6井套压压力监测.xls,导出数据,6,15601,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-20段压裂施工-6井套压压力监测.xls,导出数据,6,12301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-21段压裂施工-6井套压压力监测.xls,导出数据,6,14101,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-22段压裂施工-6井套压压力监测.xls,导出数据,6,17581,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-2段压裂施工-6井套压压力监测.xls,导出数据,6,33251,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-3段压裂施工-6井套压压力监测.xlsx,导出数据,6,29581,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-5-4段压裂施工-6井套压压力监测.xls,导出数据,6,15601,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-6-13段压裂施工-4井套压压力监测.xls,导出数据,4,6001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-6-17段压裂施工-5井套压压力监测.xls,导出数据,5,12421,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-6-18段压裂施工-5井套压压力监测.xls,导出数据,5,15781,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-6-20段压裂施工-5井套压压力监测.xls,导出数据,5,8341,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-6-21段压裂施工-5井套压压力监测.xls,导出数据,5,11268,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-6-2段压裂施工-5井套压压力监测.xls,导出数据,5,24601,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-7-27段压裂施工-2井套压压力监测.xls,导出数据,2,5980,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153-7-5段压裂施工-2井套压压力监测.xls,导出数据,2,8521,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153_2024.5.25压裂期间检测-6井压力.xls,导出数据,6,30541,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸203H153\泸203H153 邻井压力监测\泸203H153_5-5段压裂期间5井套压数据.xls,导出数据,5,15901,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-18段压裂施工-1、3井分点压力监测-2.xls,导出数据,3,222,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-18段压裂施工-1、3井分点压力监测-2.xls,导出数据,1,222,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-18段压裂施工-1、3井分点压力监测.xls,导出数据,3,222,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-18段压裂施工-1、3井分点压力监测.xls,导出数据,1,222,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井分点压力监测-2.xls,导出数据,3,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井分点压力监测-2.xls,导出数据,1,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井分点压力监测-2.xlsx,导出数据,1,271,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井分点压力监测-2.xlsx,导出数据,3,271,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井分点压力监测.xls,导出数据,3,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井分点压力监测.xls,导出数据,1,151,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井分点压力监测.xlsx,导出数据,1,271,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井分点压力监测.xlsx,导出数据,3,271,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井秒点压力监测-2.xls,导出数据,3,8840,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井秒点压力监测-2.xls,导出数据,1,9001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井秒点压力监测-2.xlsx,导出数据,1,16189,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井秒点压力监测-2.xlsx,导出数据,3,16201,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井秒点压力监测.xls,导出数据,3,8840,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井秒点压力监测.xls,导出数据,1,9001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井秒点压力监测.xlsx,导出数据,1,16189,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-19段压裂施工-1、3井秒点压力监测.xlsx,导出数据,3,16201,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井分点压力监测.xls,导出数据,3,199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井分点压力监测.xls,导出数据,1,199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井分点压力监测.xls,导出数据,5,199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井分点压力监测.xls,导出数据,8,199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井分点压力监测.xls,导出数据,7,199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井分点压力监测.xls,导出数据,6,199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井分点压力监测.xls,导出数据,4,199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井秒点压力监测.xls,导出数据,3,11593,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井秒点压力监测.xls,导出数据,1,11881,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井秒点压力监测.xls,导出数据,5,11815,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井秒点压力监测.xls,导出数据,8,11815,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井秒点压力监测.xls,导出数据,7,11815,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井秒点压力监测.xls,导出数据,6,11815,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-2-21段压裂施工-1、3、4、5、6、7、8井秒点压力监测.xls,导出数据,4,11594,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,1,367,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,5,367,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,8,367,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,7,367,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,6,367,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,4,362,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,2,362,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,1,21945,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,5,21873,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,8,21873,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,7,21873,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,6,21873,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,4,21472,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-19段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,2,21472,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,1,146,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,5,144,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,8,144,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,7,144,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,6,144,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,4,146,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井分点压力监测.xls,导出数据,2,146,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,1,8701,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,5,8432,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,8,8430,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,7,8430,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,6,8430,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,4,8672,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-3-20段压裂施工-1、2、4、5、6、7、8井秒点压力监测.xls,导出数据,2,8672,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,3,231,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,1,231,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,5,220,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,8,220,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,7,220,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,6,220,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,2,231,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,3,231,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,1,231,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,5,220,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,8,220,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,7,220,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,6,220,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,2,231,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,3,13768,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,1,13797,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,5,12945,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,8,12946,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,7,12945,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,6,12945,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,2,13770,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,13768,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,13797,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,12945,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,12946,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,12945,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,12945,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-18段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,13770,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,3,266,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,1,266,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,5,266,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,8,266,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,7,266,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,6,266,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,2,266,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,15901,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,15901,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,15866,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,15866,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,15866,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,15866,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-19段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,15901,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,3,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,1,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,5,176,新解析器未识别，保留旧解析器有效通道
