file,sheet,monitor,points,reason
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,8,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,7,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,6,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,4,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,2,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,10372,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,10501,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,10500,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,10500,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,10500,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,10500,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,10374,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,3,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,1,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,5,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,8,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,7,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,6,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测-2.xls,导出数据,2,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,3,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,1,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,5,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,8,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,7,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,6,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,2,301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,3,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,1,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,5,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,8,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,7,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,6,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测-2.xls,导出数据,2,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-20段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,18001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,3,311,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,1,311,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,5,308,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,8,308,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,7,308,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,6,308,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,2,311,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,18601,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,18601,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,18164,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,18166,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,18163,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,18162,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-21段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,18601,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,3,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,1,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,5,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,8,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,7,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,6,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,4,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,2,176,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,10439,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,10501,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,10495,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,10495,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,10495,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,10495,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,4,10440,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-2段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,10440,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-3段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,10146,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-3段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,10201,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-3段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,10129,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-3段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,10129,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-3段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,10131,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-3段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,10129,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-3段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,4,10159,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-3段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,10159,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,3,157,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,1,157,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,5,157,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,8,157,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,7,157,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,6,157,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,4,157,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,2,157,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,9083,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,9361,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,9167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,9168,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,9168,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,9167,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,4,9086,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-4段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,9087,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,3,343,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,1,343,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,5,343,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,8,343,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,7,343,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,6,343,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,4,343,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,2,343,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,20168,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,20475,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,20261,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,20259,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,20257,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,20257,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,4,20162,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-8段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,20162,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,3,171,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,1,171,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,5,171,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,8,171,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,7,171,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,6,171,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,4,171,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井分点压力监测.xls,导出数据,2,171,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,3,10103,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,1,10201,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,5,10199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,8,10199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,7,10199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,6,10199,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,4,10103,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-9段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,导出数据,2,10103,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-11段压裂施工-1、2、3、4、6、7、8井分点压力监测.xls,导出数据,3,183,新解析器未识别，保留旧解析器有效通道
