cluster,n,platforms,pairs,stages,prototype_id,prototype_file,boundary_n,a60_mpa_median,a60_mpa_q25,a60_mpa_q75,min_dp_mpa_median,min_dp_mpa_q25,min_dp_mpa_q75,end_dp_mpa_median,end_dp_mpa_q25,end_dp_mpa_q75,onset_min_median,onset_min_q25,onset_min_q75,max_rate60_mpa_min_median,max_rate60_mpa_min_q25,max_rate60_mpa_min_q75,duration_min_median,duration_min_q25,duration_min_q75,rise_not_detected_n,grade_lt1_fraction,grade_1to5_fraction,grade_ge5_fraction
C1,366,15,63,158,40c627a59f5ba6,E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-4-1段压裂施工-1、2、3、5、6、7、8井秒点压力监测.xls,5,0.030000000000001137,0.00999999999999801,0.426499999999999,-0.060000000000002274,-0.14000000000000057,-0.02999999999999492,0.009999999999999003,-0.07000000000000028,0.361005767822272,55.791666666666664,27.958333333333332,99.10416666666667,0.03999999999999915,0.020000000000003126,0.07900000000000063,159.31666666666666,151.13333333333333,182.3,230,0.8387978142076503,0.15300546448087432,0.00819672131147541
C2,139,18,48,120,ad3bcf82e0d306,E:\压裂窜扰项目\02 规范化\泸203H64\泸203H64 邻井压力监测\泸203H64-4-2段压裂施工-1、2、3、5井秒点压力监测.xls,5,6.919999999999995,5.285,9.520000000000007,-0.03999999999999915,-0.07000000000000028,-0.010000000000001563,6.919999999999995,5.295000000000005,9.549999999999997,17.083333333333332,7.25,29.708333333333336,0.14999999999999147,0.1120000000000001,0.28600000000000136,166.31666666666666,126.88333333333333,204.79166666666669,0,0.0,0.2302158273381295,0.7697841726618705
