method,k,replicate,n,ari_to_full,ari_adjacent_overlap
DTW_kmedoids,6,7,417,0.8551911650118426,0.9738770418389991
DTW_kmedoids,6,8,415,0.8933958190129677,0.8262717170511579
DTW_kmedoids,6,9,421,0.9549758533742221,0.8843346800325327
DTW_kmedoids,6,10,416,0.868181560330028,0.854256852781275
DTW_kmedoids,6,11,416,0.8586352589165379,0.9898530785023121
DTW_kmedoids,6,12,416,0.8925458790243634,0.9325867329940741
DTW_kmedoids,6,13,417,0.9591802633871815,0.8797943522354046
DTW_kmedoids,6,14,416,0.9293984879420076,0.8924881001633432
DTW_kmedoids,6,15,418,0.9355284884653106,0.8815058750243124
DTW_kmedoids,6,16,414,0.825870838472349,0.8493499006036214
DTW_kmedoids,6,17,415,0.9227755269248521,0.8627667127761744
DTW_kmedoids,6,18,418,0.8767019390524696,0.9006687303201929
DTW_kmedoids,6,19,416,0.8630752232449543,0.977920121955169
DTW_kmedoids,6,20,411,0.9126839957860616,0.9150005595422478
DTW_kmedoids,6,21,420,0.890136699356067,0.9182347357469367
DTW_kmedoids,6,22,423,0.8922149195211996,0.9962130371239758
DTW_kmedoids,6,23,416,0.9180617894275936,0.9069017700788334
DTW_kmedoids,6,24,412,0.9122099331369181,0.9436822794772746
DTW_kmedoids,6,25,416,0.898414921154262,0.9415570639966715
DTW_kmedoids,6,26,414,0.8738317821441217,0.9567156071174798
